name,date
Kenneth J. Rodham,1509001890.88
Keith D. Cooper,1508827858.85
William Moloney,1508968687.15
Josh C. Bongard,1508954574.52
Manfred K. Warmuth,1508954302.09
Ketan Mayer-Patel,1508872594.86
James Wang,1508966824.17
David Gavaghan,1509020171.40
Colin Keng-Yan Tan,1509034052.89
Giancarlo Nota,1509033272.98
John Iacono,1508826256.81
Ugur Çetintemel,1508953912.06
Aiman Erbad,1509021182.19
Peter M. Kogge,1509004191.15
Duarte de Mesquita e Sousa,1509028970.59
Christina Gardner-McCune,1508968833.11
Dean Mohamedally,1509029465.50
Yuzhong Qu,1509013726.95
Alessio Gaspar,1508963655.81
D. Michael Miller,1508870948.82
Sudipta Saha,1509029732.65
Shrisha Rao,1509044711.56
Stratos Idreos,1508825449.99
Natalia Sidorova,1509012946.02
Biswajit Mishra,1509027963.50
Qianxiang Wang,1509026864.00
Kiriakos N. Kutulakos,1509032139.30
Rabi N. Mahapatra,1508927471.48
Thore Graepel,1509021786.02
Shouhuai Xu,1508965858.44
Mubarak Shah,1508954692.56
Kiron K. Skinner,1508939682.88
Michael Herrmann,1508863115.87
Aditya P. Mathur,1508954674.40
Bastian Leibe,1509013873.95
Krithi Ramamritham,1509026858.00
Svetlana Puzynina,1509026781.75
John R. Longley,1508860176.30
Arun Siddharth Konagurthu,1509016675.18
Pável Calado,1509027573.60
Felix Freitag,1509018986.70
Jarek Nabrzyski,1508954680.85
Ivan Titov,1508898955.35
Hans Burg,1509027437.47
Sri Hastuti Kurniawan,1508954700.05
Jonathan Ullman,1508828459.97
Fabian Monrose,1508954520.73
Hongtao Lu,1509032485.72
Federico Giovanni Poloni,1509033523.70
Rephael Wenger,1509004098.15
Michael J. Carey,1508823178.34
Anoop M. Namboodiri,1509027405.67
Jean-Yves Le Boudec,1508864957.76
Byung-Guk Kim,1508954660.72
Craig E. Wills,1508954580.81
Gaby Dagher,1509000804.24
Nihal P. Jayamaha,1509027459.72
Ashvin Goel,1508901719.67
Goran Nenadic,1509025026.17
Anna Louise Cox,1509033137.11
Amy P. Felty,1509034169.32
Lorna MacDonald,1509024479.19
Paul W. Purdom,1508871850.76
Agathoniki Trigoni,1509033765.03
Bo Ji,1508954601.35
Samit Bhattacharya,1508877462.87
Hans-Peter Bischof,1508954385.18
Tao Ju,1508922425.54
Kian-Lee Tan,1509026826.99
Dan Geiger,1508859071.71
Walter F. Mascarenhas,1509116014.63
Martin Jägersand,1509035593.54
Richard A. DeMillo,1508734306.84
Renu M. Rameshan,1509035844.80
Weikuan Yu,1509121689.57
Leysia Palen,1508916666.19
Micha Hofri,1508963642.50
Wing-Kin Sung,1509033310.26
Eli Biham,1509012779.23
John G. Wager,1508877072.58
Tony White,1508875522.69
Hyoseung Kim,1508965907.82
Sumanta N. Pattanaik,1508966596.34
B. John Oommen,1509012751.95
Ismailcem Budak Arpinar,1508954316.27
Juan E. Gilbert,1508914477.57
Alexandros Labrinidis,1508954612.63
Roozbeh Jafari,1508954656.85
Hujun Bao,1509117650.27
Willem Robert van Hage,1509024651.49
Gloria Mark,1508827888.23
Xianghua Ying,1509019011.49
Yuanchun Shi,1509019439.97
Shimon Whiteson,1509029981.63
Sudeepa Roy,1508954674.24
Daniel Fischer,1508954532.14
Stefan Schwoon,1509021146.64
Ali Ghrayeb,1509019634.32
Ding Yuan,1508893552.68
Varun Chandola,1508954640.84
Cesare Pautasso,1509117337.29
Tao Jiang 0001,1508954553.11
Manuel Chakravarty,1509032227.08
Stéphane Demri,1509032543.03
Giovanni Vigna,1508802660.03
Jacek Sroka,1509121713.40
John K. Ousterhout,1508716982.63
Yanxi Liu,1508800669.07
Norbert Zeh,1509035644.47
Tet Hin Yeap,1509026951.91
Jason Eisner,1509000846.82
P. David Stotts,1508924749.74
Alan T. Sherman,1508938852.28
Kevin R. B. Butler,1508939961.70
Pawel Parys,1509030232.95
Mai Fadel,1509026395.05
Jocelyn Simmonds,1509035208.18
Chris McDonald,1509121792.23
David G. Green,1509034688.82
Matthias Grossglauser,1508859640.60
Valerie E. Taylor,1508937307.93
James Atlas,1508954592.93
Mark de Berg,1509034794.10
Rongqing Hui,1508954721.33
Zvi Galil,1508937644.68
James H. Martin,1508954660.83
Arvind Gupta,1508866444.83
Jan Allebach,1509001950.03
Javier Navaridas,1509017546.70
Tapan Kumar Saha,1509021442.70
Piyush Rai,1509029542.69
Quanquan Gu,1508954519.39
Kai Hwang 0001,1508954589.23
Joseph Keshet,1509019617.62
Heiner Litz,1508954569.26
Nick Lane,1509029678.79
Harold S. Connamacher,1508954441.91
Dietmar Pfahl,1509027135.81
Ronald Vullo,1508954548.03
Jonathan Turner,1508968883.94
Victor W. Marek,1508954703.97
Evangelos Kranakis,1509033827.42
Palden Lama,1508999319.67
Douglas Hofstadter,1508954575.92
Sanglu Lu,1509026956.05
Don Sheehy,1508954623.76
Matthew B. Dwyer,1508944015.42
Jong Cheol Park,1509033375.92
Qi Zhu 0002,1508966095.41
George E. Nasr,1509121548.27
Bill Tomlinson,1508832532.97
António Grilo,1509033115.36
Martin Karsten,1508893453.45
Moshe Sidi,1509021591.61
Matthew K. Franklin,1508917413.73
Eun Jung Kim 0001,1508926675.54
Ronald Garcia,1508866912.23
Kenneth S. Stevens,1508825503.02
Xiaoqing Lv,1509024992.35
Kelly Caine,1508968815.71
P. Ubaidulla,1509024215.28
Ali Saman Tosun,1508967342.16
Bill Stackpole,1508954564.40
Javed A. Aslam,1508832508.58
Alessandro Redondi,1509023651.76
Ravi Sethi,1508879634.16
Marwan Hassani,1509024527.74
Loris Marchal,1509018890.01
Rajiv Ratn Shah,1509018928.44
Bernard L. Menezes,1509027083.15
Michael A. Casey,1508954641.49
Wei Xu 0004,1508797297.11
John M. Hollerbach,1508827728.35
Boualem Benatallah,1509023423.33
Balasubramanian Raman,1509032039.51
Adele A. Rescigno,1509030053.79
Haibin Ling,1509000443.58
Esther Salami San Juan,1509020299.80
Cristian Cadar,1508896044.85
Ming Li 0001,1508893861.98
Levent Yilmaz,1508954712.64
Ming Li 0005,1509021471.39
Ming Li 0006,1508939714.85
Wei Zhu,1508938492.98
Ruzena Bajcsy,1508926006.96
Kostas E. Bekris,1508832025.14
Christopher Rasmussen,1508878509.38
Cristina Barrado,1509026965.65
Petra Berenbrink,1509017183.77
Mitesh M. Khapra,1509023749.15
Jaijeet S. Roychowdhury,1509121761.05
Mary W. Hall,1508833017.63
Meysam Asgari,1508954726.49
Tim Kovacs,1509035438.76
Ulrich Speidel,1509017914.36
Zhigang Xiang,1508954512.70
Qi Han,1508954622.13
K. Madhava Krishna,1509017626.04
James McHugh,1508931009.11
Nobuko Yoshida,1508867264.58
R. Sekar,1508796869.61
Keval Vora,1509045088.56
Luca P. Carloni,1508696980.89
Ugo Montanari,1509018164.76
Sander M. Bohte,1509031346.16
Huanhuan Chen,1508954622.83
João Paulo da Silva Neto,1509027409.14
Pieter Peers,1508954727.33
Mo Sha,1508954691.01
Ron Shamir,1508871161.72
Michael S. Lewicki,1508939589.60
Rivka Levitan,1508943959.96
Olivier Glück,1509018760.54
Mike Burmester,1508954600.40
Tat-Seng Chua,1509014038.17
Sriram Sankaranarayanan,1508919195.61
Qiang Zhou,1509031870.15
Tevfik Bultan,1508828780.69
Fredrik Milani,1509028102.86
Mike Fraser,1509020016.83
Jim Waldo,1508833196.54
Dinesh P. Mehta,1508929741.44
Mohammad Khan,1508911685.39
Soon Ae Chun,1508932448.79
Simon Hippenmeyer,1509035527.51
Gilles Dowek,1509044664.84
Andrea De Lucia,1509033753.25
Wang Chiew Tan,1508916971.33
Uri M. Ascher,1508893260.31
Andrew S. Miner,1509001149.32
Dima Alhadidi,1509030484.48
Baowen Xu,1509027069.12
Jill Dolata,1508967306.01
Rajmohan Rajaraman,1508828382.54
Björn E. Ottersten,1509023899.57
Thomas W. Doeppner Jr.,1508954454.92
Ben Leong,1509021770.52
Javad Sadri,1509019457.92
Radu Sion,1508832178.45
Andrew C. Gordon,1508896977.68
Xianfeng Gu,1508821424.00
Yun Sing Koh,1509019415.22
Jorge Curiel-Esparza,1509076480.99
Lamya Daghestani,1509032676.66
David J. Crandall,1508963481.81
Guiling Wang,1508916772.18
Nicoleta Roman,1508833062.43
Jeffrey S. Rosenschein,1509033740.72
Jochen Lang,1509027983.89
Eric Mjolsness,1508825424.09
Dipti Misra Sharma,1509117643.29
Jun Sun,1508920574.34
Douglas C. Schmidt,1508921461.40
Louis Petingi,1508954682.14
Rafael M. Frongillo,1508934303.55
Curtis R. Menyuk,1508954552.01
Stefan Haar,1509033285.17
Esam El-Araby,1508954481.48
A. S. Madhukumar,1509030700.65
Alessandro Margara,1509030231.82
Amos Azaria,1509029811.95
Dan Li 0001,1509030338.06
Roland T. Chin,1509033722.29
Hagit Attiya,1508860474.41
Roxana Geambasu,1509002673.91
Paul Dourish,1508804078.96
Christoph Lofi,1509115919.44
Archan Misra,1509029478.03
Nancy S. Pollard,1508699945.46
Mahmoud R. El-Sakka,1509024090.26
Bastiaan Kleijn,1509023941.56
Kasper Bonne Rasmussen,1509034178.52
Sam Staton,1509014610.39
Hagit Shatkay,1508954363.71
Sandhya Dwarkadas,1508875381.46
Lin Zhong,1508796588.96
Mohammad Amin Alipour,1508954633.33
Michael R. M. Jenkin,1509026741.84
Adrian R. Pearce,1509018031.81
Denis Thérien,1509032068.88
Bin Yao,1509019724.82
Jesper Buus Nielsen,1509025114.33
Kee-Eung Kim,1509035443.48
Enrique Carlos Segura,1509034726.38
Daniel Massey,1508954329.78
Daniel Hoffman,1509035367.31
Leonid Libkin,1508893424.74
Alessandro Veneziani,1508954672.38
Montek Singh,1508924181.36
Alexander M. Rush,1508804526.08
Winston Khoon Guan Seah,1509029505.94
Niranjan Balasubramanian,1508832559.68
David Cash,1508826840.69
Arijit Sur,1509044703.89
Chung-Kuan Cheng,1508929449.89
Phyllis G. Frankl,1508829267.52
Gonçalo Nuno Gomes Tavares,1509027273.89
Roel C. de Vrijer,1509029982.37
Ingolf Krüger,1508939263.42
Eric A. Martin,1509033429.90
Jieh Hsiang,1509030258.34
Mingyu Guo,1509026619.41
Michael Yacci,1508954626.65
Peter Nelson,1508931631.09
Dario Fiore,1509033091.54
Mihai Sanduleanu,1509031732.51
Zhenhai Duan,1508954546.80
Heping Shen,1509012893.10
David Johnson,1508954719.34
Peter Fejer,1508938765.39
Márton Karsai,1509032768.74
Manuel V. Hermenegildo,1509013513.58
Seyed-Hassan Mirian-Hosseinabadi,1509021395.56
Xiuwen Liu,1509001032.31
Doron A. Peled,1509024569.46
Aaron Harwood,1509020332.70
Panos Parpas,1508860968.78
Giuliano Casale,1508864727.07
David M. Nichols,1509035408.52
Gouhei Tanaka,1509035757.41
Salil S. Kanhere,1509032146.43
Kenneth Chiu,1508954718.09
Omar Fawzi,1509029068.49
Mark Reynolds,1509033019.70
Somnath Dey,1509022528.88
Mira Mezini,1509033083.12
Timothy G. Griffin,1508875652.17
Kristy Elizabeth Boyer,1508879925.18
Christopher M. Danforth,1508920439.12
Jeremy Z. Kolter,1508680158.77
Annika Hinze,1509035209.55
Carl-Philipp Heisenberg,1509027218.29
Jean Cardinal,1509025545.37
Michael A. McRobbie,1508917696.10
Zhenkai Liang,1509034758.30
Ami Wiesel,1509117437.61
Larry Hill,1508911483.53
Latifur Khan,1508937502.53
David Nassimi,1508954572.38
Nigel Topham,1509019540.88
Martin Kreuzer,1509017896.73
William G. Sakas,1508954527.23
Chuong V. Nguyen,1509022387.15
Peter Desnoyers,1508830560.92
Sharat Chandran,1509041417.24
Audris Mockus,1508954080.30
Henry M. Tufo,1508794408.34
Cheryl Pope,1509017770.15
Paul J. Lyons,1509032829.81
Ruth Misener,1508896326.61
Lenore Cowen,1508880769.88
Dwight Makaroff,1509031331.53
Hirokazu Takahashi,1509030625.12
Eyuphan Bulut,1509000942.58
Facundo Mémoli,1508825333.11
Dmitry Korkin,1508919181.51
Matt Stocks,1509017428.07
David Barber,1509022167.56
Liangcai Gao,1509032974.58
Marina L. Gavrilova,1509013127.57
Daniel A. Menascé,1508916495.65
Madhav V. Marathe,1508935042.29
Suzanne Mello-Stark,1508938935.98
Robert A. van Engelen,1508878791.98
B. Prabhakaran,1508954704.76
Frank Keller,1508895666.82
Robert Mullins,1509021087.87
Mark A. Neerincx,1509044761.01
Larry Carter,1509004922.84
Pawel Urzyczyn,1509121584.43
Dong Xuan,1508834346.43
Meghana Nasre,1509077035.20
Ryan McMahan,1509002594.50
Tadao Takaoka,1509018925.71
Frank S. de Boer,1509032492.19
Wang-Chien Lee,1508804194.27
Bei Wang,1508827797.20
Elizabeth M. Belding-Royer,1508966574.69
Michael L. Scott,1508872074.57
Massimiliano Pierobon,1508932414.40
Naftaly H. Minsky,1508796461.75
Luís E. T. Rodrigues,1509025237.38
Jeffrey C. Trinkle,1508968783.52
Daoxu Chen,1509024768.44
Chien-Chung Shen,1508954617.44
Nancy Hitschfeld-Kahler,1509021454.83
Liz Sonenberg,1509021880.11
Thomas Schmid,1508802744.89
Kai Zhang 0001,1508931828.79
Avrim Blum,1508954445.34
Hailun Tan,1509019265.36
Peter Y. A. Ryan,1509032055.69
Naranker Dulay,1508901943.48
Vincent Cheng-Siong Lee,1509014114.36
Markus Hadwiger,1509035398.98
Alexander Russell,1508954615.67
James Quilty,1509035714.45
Elissa Weeden,1508954253.79
Gary J. Minden,1508954531.33
Alex Rogers,1509031545.83
Matthias Galster,1509027089.84
W. Eric Wong,1508954423.56
Mikkel Abrahamsen,1509027437.94
Christian Bischof,1509115793.37
Mohit Bansal,1508954403.98
Eli Ben-Sasson,1508896923.44
Alfred C. Weaver,1508939904.56
Russ Joseph,1508936619.09
Meng He,1509025103.50
J. J. Garcia-Luna-Aceves,1509122112.91
Sunil Lal,1509020441.00
Pavol Cerný,1508954552.03
Chao Xu,1509032005.70
Bijan Parsia,1509033232.83
Narayanan C. Krishnan,1509077528.89
Ken Barker,1509035862.91
Thomas Tran,1509022147.77
Fuxin Li,1508954246.26
Michal Pilipczuk,1509029897.34
Hongzhi Wu,1509014314.27
D. Scott McCrickard,1508954582.98
Shivnath Babu,1509001296.58
Andrea F. Abate,1509033696.82
Guoliang Xue,1509121593.70
Jing Li 0002,1508954221.80
Paul Rosen,1508941238.86
Michael J. Brooks,1509035699.14
Baoxin Li,1508954685.49
Ioannis Milis,1509029979.08
Haïdar Safa,1509032852.11
Ran Canetti,1508875191.81
David Kay,1509029557.46
Minal Bhise,1509033784.97
Marcin Jakub Kaminski,1509033673.20
Cagatay Goncu,1509026822.24
Gautam Das,1508954005.59
Dingfu Zhou,1509027507.99
Haryadi S. Gunawi,1508954670.08
Liqiong Tang,1509029449.09
Tracy Larrabee,1508963620.65
Yanhong A. Liu,1508828101.97
Terry Harvey,1508954663.11
Tijs Slaats,1509028107.27
David R. Karger,1508717552.19
Geert Jan Houben,1509030404.68
Mark Giesbrecht,1509029942.15
Timothy L. Andersen,1508954559.10
Concettina Guerra,1508917984.24
Ch. Sobhan Babu,1509034668.15
Volkan Isler,1508830075.02
Yan Wang 0003,1508963641.34
Finale Doshi-Velez,1508966280.54
A. Robert Calderbank,1508954631.07
Richard Beigel,1508936432.07
Jinyang Li,1508804623.49
Ivor P. Page,1508933475.14
Aviel D. Rubin,1508954465.37
Marc González,1509012867.70
Supratim Biswas,1509029383.17
Nicoletta Di Blas,1509117152.54
Jorge Arturo Cobb,1508917628.55
Wenjie Zhang,1509013685.08
Kalyan Sasidhar,1509029227.52
Vincent Gramoli,1509034014.41
Larry Kerschberg,1508954719.26
Vineeth N Balasubramanian,1509021224.64
Jerry Tessendorf,1508966548.11
Richard Furuta,1508954481.95
Richard Cleve,1508867126.76
Jianhua Feng,1509031947.00
Gillian Smith,1508827588.98
Yuval Filmus,1508897740.49
Jonathan P. Whiteley,1509022079.78
Jean Ponce,1509030198.59
Cristina V. Lopes,1508802701.21
Suprakash Datta,1509024755.92
Andreas Willig,1509022541.04
Ming-Yang Kao,1508967297.92
Kurt Rohloff,1509121552.70
Filomena De Santis,1509031902.46
Earl T. Barr,1509017319.92
Naresh Jotwani,1509042288.96
George Kollios,1508966882.74
Shouling Ji,1509024834.11
Bo Wu 0002,1508954674.03
Bruce W. Porter,1508684154.58
Patrice Delmas,1509026664.69
Iordanis Koutsopoulos,1509022239.92
Daniel Mossé,1508954626.87
Harish Karnick,1509019859.47
Gerald Tripp,1509028022.26
Eduard H. Hovy,1508716725.19
Benjamin Ruddell,1508954679.43
Wei Wang 0030,1509021673.74
Melvin A. Breuer,1508939514.24
Kalluri R. Sarma,1509018212.94
Xiaoning Ding,1508954555.29
Janos Simon,1508954652.23
Toby C. Murray,1509035569.85
Kenneth Wai-Ting Leung,1509044937.82
James R. Curran,1509013633.06
G. D. Marques,1509029366.18
Bart P. Knijnenburg,1508954646.88
William Yeoh 0001,1508954435.66
Kashif Munir,1509032891.42
Yvonne Jansen,1509024887.01
Anupam Basu,1509027357.00
Robert S. Balog,1509013586.25
Poorvi L. Vora,1509005200.12
Ophir Frieder,1508954662.06
Ahti Peder,1509025095.18
Ramalingam Sridhar,1508954626.27
Nathalie Revol,1509030260.38
Sylvia Perez-Hardy,1508954542.55
Z. Meral Özsoyoglu,1508873479.67
Michael Kifer,1508833287.35
Guohui Lin,1509034727.16
Antonio Nicolosi,1508954619.90
Gang Zhou,1508915436.72
Jin Song Dong,1509016740.68
Pavol Hell,1509027240.74
Paul Klint,1509018119.72
Seddik M. Djouadi,1508954495.26
Hanjun Kim,1509032597.36
Kurt E. Oughstun,1508941078.44
Haibo Chen,1509035420.14
Marcin Bienkowski,1509013705.16
Viktor Gruev,1508963399.19
James Cheney,1508894232.55
Rajsekar Manokaran,1509017247.09
Dwight Duffus,1508954631.04
Lorna Stewart,1509021888.24
Brian M. Tomaszewski,1508954562.32
Arne Storjohann,1509017387.88
David Naccache,1509024821.53
Slawomir Lasota,1509033213.21
Stacey D. Scott,1509033798.45
Marcus A. Maloof,1508954723.70
Tibor Bosse,1509026740.69
Aiichiro Nakano,1508966516.90
Anurag K. Srivastava,1508954580.16
Natacha Portier,1509031508.58
C. Aiswarya,1509044847.97
Daniel Kifer,1508800902.39
Min Zhang,1509028123.22
Lucia Moura,1509024083.45
Anuj Dawar,1509027361.47
Yao Liu 0001,1508954715.59
Mirek Riedewald,1508804134.80
Xinyuan Wang,1508917172.85
Philipp Koehn,1508954623.88
John E. Savage,1508794703.28
Chris Parnin,1508954387.45
Hadi Hosseini,1508919869.35
Esma Aïmeur,1509023244.82
Sirong Lin,1508919014.02
Zhi Wang 0004,1508911097.64
Margaret H. Wright,1509001229.22
Ulrik Schroeder,1509027443.98
Ryan Farrell,1508940939.50
Shuang Hao,1508954619.24
Patrick Baillot,1509020332.67
Robyn R. Lutz,1508932559.85
Clark T.-C. Nguyen,1509003154.11
Jizhong Xiao,1508939384.74
Somenath Biswas,1509033489.77
Anirudh Sivaraman,1508831485.90
Richard Wildes,1509027311.38
Ian M. Hodkinson,1508896072.14
Rotem Oshman,1509030147.62
Randy Goebel,1509019187.08
Hua Xu,1509033136.93
Deborah Tatar,1508924726.71
Mengjie Zhang,1509020057.84
Vassilis Athitsos,1508954484.02
Maosong Sun,1509017301.30
Tracy Anne Hammond,1508916962.70
Nikolaos Papanikolopoulos,1508825900.40
Jason D. Hartline,1508966201.89
Shayne Flint,1509035650.96
Paul Lu,1509033110.61
Brian C. Lovell,1509033650.81
Fuhua (Frank) Cheng,1508954579.17
David Scott,1508954712.17
Ali Mehrizi-Sani,1508911532.76
Gasper Tkacik,1509024979.43
Andrea Maggiolo Schettini,1509016774.31
Yves Le Traon,1509023925.99
Sebastian Link,1509026792.75
Charles Zhang,1509032696.14
Franya Franek,1509121784.00
Yehoshua Perl,1508954583.32
Frank Vahid,1508963575.52
Ben Rubinstein,1509024789.09
Tak-Kei Lam,1509023713.55
Dragan Gasevic,1508901901.06
Tiow Seng Tan,1509024041.87
Demosthenis Teneketzis,1508934494.78
Simone Teufel,1509019145.91
Prosenjit Bose,1509014213.45
Julius Bonart,1509035597.83
Xiaogang Jin 0001,1509022057.29
Antonio Frangioni,1509077624.72
Raquel Urtasun,1508858476.46
Gianfranco Ciardo,1508954531.64
Yao Liu,1508877648.51
Juergen Rilling,1509033003.74
Paula Zabala,1509025522.83
Igor Skryabin,1509033425.31
Kun-Pyo Lee,1509031695.84
Leonard M. Adleman,1508916835.22
Philippe Nain,1509023402.60
Youngki Lee,1509022440.20
Elmar Eisemann,1509022311.69
Wouter Duivesteijn,1509077253.24
João Paulo Carvalho,1509021708.37
Hank Childs,1508917274.66
Augusto Ciuffoletti,1509026557.22
Hongning Wang,1508873820.74
Manuel Medina,1509032902.82
Erez Zadok,1508833225.56
Eusebius J. Doedel,1509023932.76
Duane Szafron,1509029525.00
Evgenia Smirni,1508928886.32
Seyed Hamed Hassani,1508921123.78
Florian Kerschbaum,1508900494.60
Tianshu Qu,1509018312.34
Amir Shpilka,1509020243.82
Aiman Hanna,1509033049.62
Mart Molle,1508932516.53
Rachid Hadjidj,1509019595.28
Joseph N. Wilson,1509003238.52
Abram Hindle,1509115947.01
Hong Zhang,1508878941.75
Dong Wang,1509026981.76
Morgan Vigil-Hayes,1508954452.70
Yelena Yesha,1508954163.86
Winston H. Hsu,1508873842.32
Rahul Garg,1508871189.82
David N. Turner,1508878215.38
Devorah Kletenik,1508954659.87
A. Jefferson Offutt,1508915663.28
Joel Carpenter,1509035897.16
Hemant A. Patil,1509019749.19
Ben Carterette,1508966509.88
Shivakant Mishra,1508937609.59
Jyh-Ming Lien,1508967316.98
Peter A. O'Donnell,1509023634.92
Mehmet M. Dalkilic,1508934228.72
Alexander Binder,1508954725.28
Ted Brekken,1508941038.47
James A. Storer,1508963528.72
Toshiya Hachisuka,1509022581.42
Ronald A. Metoyer,1508954698.14
Vassos Hadzilacos,1509027801.82
Tomoyuki Takahata,1509016929.43
Fangzhen Lin,1509022327.13
Nazli Goharian,1508931680.25
Ahmad-Reza Sadeghi,1509024999.89
Heng Yin,1508911467.54
Alan Hayes,1509115970.42
I. V. Ramakrishnan,1508966383.77
Leslie Pack Kaelbling,1508969025.76
Sungwon Kang,1509035564.87
Michael T. Niemier,1508928514.19
Kristoffer Arnsfelt Hansen,1509030664.00
Yuanyuan Zhang,1509033696.18
Roni Khardon,1508954706.76
Nikolaus Correll,1508967334.88
Pen-Chung Yew,1509002605.25
Yael Amsterdamer,1509032038.55
Matthew D. Egbert,1509019440.60
Xinyu Xing,1508826873.05
Daniel J. Dougherty,1508919635.50
Hui Ma,1509041456.82
Barbara Masucci,1509021785.99
Giannis F. Marias,1509031401.47
Minlie Huang,1509023278.75
Jan Kretínský,1509018246.61
George C. Verghese,1508717417.45
Masatoshi Ishikawa,1509031508.21
Anil Kumar Tripathi,1509024321.51
Pan Hui,1509117155.08
Michael Elad,1508866967.16
Mark J. Clement,1508879857.78
Joost Broekens,1509031436.85
Martin R. Gibbs,1509019669.58
Kenneth Baclawski,1508801135.09
Thomas Emrys Williams,1508966269.17
Xiaohu Guo,1508919023.54
Alper Üngör,1509003717.72
Floriana Grasso,1509024183.74
Zonghui Wang,1509021558.28
Tinoosh Mohsenin,1508916382.97
Byung Seub Lee,1509002722.56
Michael J. Wozny,1509121775.06
Thomas Abeel,1509014526.91
Mark S. Drew,1509021020.53
Michael Dennis,1509035568.46
Joanne Evans,1509025113.26
Daniel M. Fleetwood,1508933582.74
Hai Zhao,1509019961.53
Naehyuck Chang,1509020937.52
M. Balakrishnan,1509026353.16
Jesse M. Heines,1508954574.01
Graeme Hirst,1508901353.18
Marc Sebban,1509117284.78
Jeffrey Lasky,1508931369.55
N. Kalyaniwalla,1509033822.14
